	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	0.0022013770305098356	0.0067140374909363575	0.005893383893452589	0.009833640322345587
birth_weight	0.001996308081020619	0.006086357308408756	0.0059279045286425745	0.013237229203922868
bmi	0.007856268919120115	0.0026381911983551732	0.02871890687643349	0.010910148292438212
dbp	0.001964448883782949	0.00248740933924686	0.05575075595034858	0.009314255696273371
fvc	0.0023411173527399173	0.043974164599802315	0.024931209986182232	0.007833305521504814
hair_color	0.0011003162835905487	0.0015217396324758228	0.10267720715052446	0.009227050870965574
hand_grip_strength	0.0019567476212073885	0.003351752974401487	0.010568333853215478	0.011418663845422415
height	0.1071287231110825	0.041925108341142915	0.04335501317729269	0.009030446534043389
hip_circ	0.013642480601415902	0.0034307972321696635	0.006379343292530966	0.007354575185258473
household_income	0.006211087121717836	0.0069161594336331735	0.018457504696847774	0.01645546803662017
neuroticism_score	0.016483217394533997	0.013864019313125735	0.007260187012048483	0.011803865425510675
overall_health	0.14619381696268824	0.009394720669006987	0.029705020830073908	0.008878732013880852
pack_years_smoking	0.016676408077388606	0.006611885188064101	0.009568430243346413	0.008923622220729054
pulse_rate	0.0037804992185061907	0.004939109334280755	0.03889914192885301	0.011031750541207228
skin_color	0.0011911401143449257	0.001856472397263018	0.0024938644162375767	0.013502199463616738
waist_circ	0.008934836138645433	0.0032051927601828506	0.006831031516201551	0.009436157433429779
years_schooling	0.02152614417599732	0.038556289374019864	0.008296778596449218	0.008515497202803724
