	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	0.04425243480751334	0.07982418365459021	0.04745912324638689	0.021744528406204326
birth_weight	0.03165885677387679	0.05035396499482796	0.03730849975880227	0.017767729648091098
bmi	0.020881432848994377	0.04602578902688199	0.022961224133002268	0.013653755040915459
dbp	0.021472688806541945	0.036900799188982224	0.026353697966610957	0.016577519207198195
fvc	0.03366655131456768	0.0996617776613485	0.03899019367385464	0.017430612326121312
hair_color	0.03860349014984233	0.04630137257685425	0.03943016341331092	0.011566889589139945
hand_grip_strength	0.022881685192046173	0.04191160650552267	0.062258376148851324	0.022653319235694233
height	0.0317569033658744	0.03713020569593427	0.019457140630193933	0.02036205321011248
hip_circ	0.02203099073414712	0.04177872050635102	0.027504644548576103	0.014044045224417176
household_income	0.060546783961493676	0.05250663912436564	0.0997311333011974	0.013567354109290872
neuroticism_score	0.04242418459576788	0.026105493037664084	0.040245618329611293	0.02001368604171518
overall_health	0.0587987317254167	0.057356314411908305	0.03580599405906597	0.022490422286856056
pack_years_smoking	0.038263358285954625	0.022911490575441194	0.05741466193303154	0.014411130892745186
pulse_rate	0.028236730833820823	0.026474480374843068	0.04242251966136451	0.025367010399534068
skin_color	0.028207684440070692	0.041085833842761245	0.052244521211590775	0.015060738501814561
waist_circ	0.05389730582058264	0.03977202149435195	0.11413733791148757	0.013954376520846554
years_schooling	0.012138045425100495	0.025173177068773013	0.03148082782698299	0.01884833846540776
