	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	0.9062413905588095	0.5216633181893815	0.7101253034745239	0.8072307034763478
birth_weight	1.702729175674554	0.648274637623071	0.9971328506631276	0.5957435768803134
bmi	2.4998265425253545	0.9587351092554619	0.6025836768175775	0.7236392599711886
dbp	1.9435588497065523	1.8617582104890145	1.8750699217373283	0.6449227184125559
fvc	1.4214908692048922	0.5958135963641661	1.4529334779763772	0.6895131828533851
hair_color	1.3786473510699242	0.7525277147854204	0.8583188331449453	0.8523948151520191
hand_grip_strength	1.948549328957139	0.8942002703275373	0.7420892264574432	0.8729961577411208
height	1.8226104710023305	1.348476074828681	2.7051887081025	1.4645792355057685
hip_circ	2.0265817018251533	1.0898912484620837	1.8248333024969734	0.6741632681496891
household_income	0.6889630997817626	1.0453739190450029	0.4153762180307327	0.5648597430061154
neuroticism_score	0.40829957513986526	1.333628048758072	1.0091532442587916	0.48315277936149753
overall_health	0.25836296653266044	0.847119396885835	0.5518332665560745	0.7154029823701701
pack_years_smoking	0.9637744356567169	1.3397289637443546	0.33000523569209045	0.3483991521626636
pulse_rate	1.4871052984395008	1.7572988524530524	1.1277715386129714	0.7935664119206961
skin_color	1.3879730898264264	0.9912069659920891	0.9831801085858148	0.8235687800332697
waist_circ	0.5246808385007274	0.25703005769244613	0.7224560766808997	0.7547529606211378
years_schooling	0.6542546981543335	1.579271941668147	1.2722569951470286	0.6203421334946584
