	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	1.3160530994347408	1.0889494428771667	1.5907910801166663	0.7363141864291237
birth_weight	1.4550898317889265	1.4502039287846398	3.1107531001887936	0.5075267457497584
bmi	1.1479765982259331	1.382567210359834	1.497013129118398	0.5809613344111053
dbp	0.9418515894143545	0.9589937527632817	1.29073087700038	0.5474579431153704
fvc	1.14079982996583	1.2763053741060268	1.2329675902143213	0.69309724873924
hair_color	0.98032167757406	1.0014215698202609	1.0404366157010778	0.646526450562427
hand_grip_strength	1.147916612282842	1.2555469455073238	1.5418764812275327	0.7717578868790322
height	1.23952982268342	1.2619426495251438	1.3437920357886228	1.0438037122671022
hip_circ	1.0501239840265506	1.089423031882989	1.2728629312010034	0.6032099659091138
household_income	3.0493270748566452	2.1347735205205765	2.1136360118477087	0.5922611961357104
neuroticism_score	2.748423896357986	2.1694124407489053	2.5394896173003314	0.6129712495696965
overall_health	1.5649326275893112	1.4686163590443864	1.9469122918229902	0.6365990795239885
pack_years_smoking	2.5200193138199656	1.9715713445237895	1.4861441790091416	0.39852710304411804
pulse_rate	1.4145981782320196	1.8526008883367437	1.71067920740725	0.5877174621933098
skin_color	0.8614778853228708	0.8639835874853509	0.8543945796360657	0.7724932186804185
waist_circ	1.0157607226940006	1.3128031985330861	1.7926532853653836	0.7464264880398433
years_schooling	7.890691418516414	2.304766354530296	1.8754023062691711	0.5849040409688643
