	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	3.0027695065496656	1.3675336656545818	1.8049455590955452	0.6944587042673849
birth_weight	2.042074372911913	2.1239323351188886	2.0742528694331464	0.5549730260696234
bmi	2.14200936652027	9.52860766158585	2.220661931612138	0.6836712554617203
dbp	1.4821356615150219	1.2868190419037522	1.3921812801492341	0.6554797997613706
fvc	1.4330800961320935	1.5535437911149514	1.5279539412652954	0.9982051636964666
hair_color	1.6318197555665916	3.205123940589185	1.6078241634788142	0.6591095629183629
hand_grip_strength	1.745083837677945	2.0161951652786185	2.095507627534798	0.7661884690141626
height	1.5890864003772307	1.6310756164150786	1.6771851432786002	1.259491074065158
hip_circ	4.169842243225232	3.087623951325073	1.8321730134776748	0.6773782247023596
household_income	3.900091953529072	2.6628865141455282	2.0769628104036166	0.7181783422189216
neuroticism_score	3.6886277750524754	2.057248357513397	2.09812561388494	0.6550019096794996
overall_health	2.1888144248356447	2.581410652413922	3.185581651454359	0.6970525994359595
pack_years_smoking	3.4369925753421464	2.55556039678259	1.6474584717077272	0.48706023312865093
pulse_rate	1.7095572137988477	1.9265410554772902	2.051036643930965	0.6219157996397351
skin_color	1.4507483018035556	1.4798427195671398	6.384686241837969	0.9623503201848388
waist_circ	8.92843716151179	2.0712698798213647	2.58831982143886	0.9562655712230516
years_schooling	3.41049355648399	3.0895592987870817	2.4462881402181695	0.7324438096740331
