	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	0.007390101187008164	0.011787846785500915	0.011746083029781739	0.018185814479910307
birth_weight	0.01155711373577527	0.011268241567953557	0.03378780962760501	0.014789207965198403
bmi	0.027512628282614394	0.008686299264224297	0.019025183515944635	0.011285839012550074
dbp	0.03550786351975262	0.0070923302868381765	0.009447205128045795	0.014819359489839003
fvc	0.027539487920878174	0.0310388493891185	0.010453074978629795	0.01567142148229115
hair_color	0.028112016735438217	0.033523466369484965	0.03805182006227341	0.015338702353200112
hand_grip_strength	0.006972015904541132	0.009786630862982402	0.010159510347727533	0.016355695314736816
height	0.026566610941769125	0.09705303801599856	0.041550289708987866	0.01803690763222051
hip_circ	0.021601057137334876	0.009405780038744597	0.010253742663812307	0.0120375459509439
household_income	0.04754621025179692	0.013676724518417477	0.0059380393325004005	0.01614824008908433
neuroticism_score	0.0060804999923989335	0.00775349765575512	0.01109154455001044	0.02993078017741226
overall_health	0.011343445229736734	0.06460577015914842	0.011414474901099902	0.019190549418667747
pack_years_smoking	0.03606617788646174	0.014724081205331965	0.02027947008201678	0.015150158254235973
pulse_rate	0.02025914300651408	0.04385976283391514	0.04586607049633202	0.016156547726029112
skin_color	0.052529419279317	0.2408423867537401	0.024951371650453975	0.02179181200366159
waist_circ	0.00818536099912896	0.010644242066200967	0.052975130258203926	0.028820546459851458
years_schooling	0.025605847123282167	0.012888812120514728	0.00829447413096723	0.017434833297199557
