	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	0.06056598106195964	0.00971545243346009	0.014912243744997791	0.017746094602000623
birth_weight	0.006793622218921841	0.009093021379231219	0.017410161956818722	0.03248802363024148
bmi	0.0055666078287894055	0.011976454325008112	0.014938747364744149	0.014051727022102828
dbp	0.009422089948589585	0.00851007497430015	0.011293970044547404	0.021379796687072107
fvc	0.00478997805179404	0.03500654423277356	0.011357799578542745	0.028751399271585466
hair_color	0.03535647970925084	0.012100581947358652	0.00644563025457696	0.016768882820765316
hand_grip_strength	0.029283754359624613	0.00707483780697047	0.045041094891662206	0.0421658674505345
height	0.005749243376462712	0.0057291209269499915	0.00496219807123967	0.011644802088781329
hip_circ	0.006069245867040555	0.033791014919078	0.13134272002236497	0.019349657766695675
household_income	0.034091430026775046	0.017760375396093812	0.023768108986648127	0.031522089226034944
neuroticism_score	0.004596104674625326	0.033259678577069234	0.013485980563531447	0.02859533754369269
overall_health	0.007768977342435643	0.012833557599064575	0.017337039212178447	0.031294049599142934
pack_years_smoking	0.0012930652122916807	0.009196962330152955	0.03596238913499568	0.014613613550641327
pulse_rate	0.006151347890588225	0.006687873603505895	0.05179970169006026	0.01566628322643137
skin_color	0.04665562795536548	0.013571420490882677	0.0037767187016262693	0.02422842986635382
waist_circ	0.004610062457726353	0.008002733531830675	0.01259316501162131	0.03978576233427389
years_schooling	0.010737785240632977	0.014581949845512815	0.017941732369926144	0.039869456070794
