	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	0.007548957722139665	0.01951091617649183	0.014855706346389557	0.01607890509712757
birth_weight	0.01686689459480871	0.024299527306114038	0.03370092552349089	0.02077152654543836
bmi	0.005359262108821456	0.006984182082508267	0.008933213073721106	0.01190697626006296
dbp	0.004515431595566465	0.004479839601217835	0.009379839586894662	0.011384370219910862
fvc	0.003737615078839996	0.007114901372581142	0.006393632681982201	0.009941554695894663
hair_color	0.0014527233022713381	0.001901360137048581	0.003731625587232313	0.015649341489822673
hand_grip_strength	0.02648702030921966	0.006136302656417141	0.015215784863151833	0.019008155208668158
height	0.0038614176601337127	0.015279552422278334	0.0060642566997079145	0.012154548207865523
hip_circ	0.004947817835116063	0.005966903865376534	0.007754744431135453	0.013374462409462846
household_income	0.006461996070514524	0.00834620096933963	0.011277545499686358	0.012492834577684265
neuroticism_score	0.009875317368241413	0.01517724181115267	0.017353415378464347	0.023582667640633027
overall_health	0.007218590873614714	0.014173857855058142	0.12387861338413009	0.026812646312904042
pack_years_smoking	0.012672082104311987	0.014389687313872346	0.010508792749577453	0.014849232297374476
pulse_rate	0.1428568016762168	0.021745950477428767	0.011759296793303488	0.017672602279956696
skin_color	0.0012470875559668798	0.0012943123794041367	0.0033341747563350637	0.019279154125217544
waist_circ	0.004347105444426098	0.009256463601913813	0.02356297363534978	0.01727011681175388
years_schooling	0.04138526902196984	0.053313633379563276	0.015360944082327391	0.01959262008012188
