	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	0.021137227429869423	0.009920544625768924	0.012836967893161313	0.016672235581381964
birth_weight	0.009358886497048193	0.038381972520698984	0.01227362050073046	0.017414034668420685
bmi	0.023787374580407382	0.05871374326440435	0.018343374090939946	0.012367831799522085
dbp	0.0075490161245373305	0.007464660486285392	0.008561102600151358	0.016223484006742096
fvc	0.03351015739400078	0.005943828364691908	0.008236522638970198	0.01862474356676621
hair_color	0.017742094592316068	0.027191097263670548	0.01275451426935185	0.016134073136641527
hand_grip_strength	0.005527035253645354	0.017815313356955954	0.011599681969158471	0.02067961564535566
height	0.04818196976169149	0.008565414348307824	0.12000630966282395	0.012629288343046044
hip_circ	0.07277992716288048	0.03311705108755303	0.012142357103684363	0.015332346960286658
household_income	0.011575383029221053	0.009891536809345739	0.015018597615581187	0.013989114578592147
neuroticism_score	0.014082296807039313	0.004495882476134477	0.009946860118181852	0.021314195000185783
overall_health	0.01007530513282153	0.022656913492421774	0.02411906022832942	0.028995657611038915
pack_years_smoking	0.01147908156520369	0.04147256208993548	0.007515935736635894	0.01506613347376346
pulse_rate	0.005152398902960178	0.009901004977514508	0.016899720041539647	0.02005827309693175
skin_color	0.015412164087026203	0.12146265476656241	0.04288711595113264	0.022865271754657808
waist_circ	0.041191402570263005	0.011323271559070962	0.011429294115887242	0.030483212864291807
years_schooling	0.00785437809026675	0.012867511873021445	0.013576000009901043	0.018955283977004064
