	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	1.6216900985199756	1.3023722004777378	2.0634749716865284	0.6526293443277768
birth_weight	2.763415456855268	2.1107435178334697	2.341716486467402	0.8478481103055312
bmi	4.534588647281931	1.989414020459824	2.057250586489859	1.0515962855987135
dbp	1.9706935356499529	1.3195983404469418	1.7415565597741938	0.7430611623686593
fvc	1.4784287655286046	1.5356077766089513	1.7623215809247916	0.839980224351737
hair_color	2.264219841607608	3.432111759396491	1.9796907525142615	0.8947440774088421
hand_grip_strength	1.7705467375514834	1.8448381103717784	2.2684217574112875	0.8212164976923368
height	1.8633422049003658	3.7006742187593837	1.8711994587986829	1.2991109386051507
hip_circ	1.4505165661617532	1.645035172147746	1.8352839870956184	0.768863893451406
household_income	5.049529754412386	5.993053120052161	4.163765564580545	0.9822859740081761
neuroticism_score	3.5009897320184606	2.233661686624175	4.819714806930429	0.6091828619300969
overall_health	3.333413393173784	2.7811598327279423	2.415166908038275	0.7205432286363316
pack_years_smoking	3.5390556776790083	1.905307598688097	1.7055806606870938	0.4542139977536465
pulse_rate	1.509939835837561	1.8322318540735592	3.8062659962707843	0.774129451349393
skin_color	2.1517257682598476	2.852041764574445	2.613305669855756	0.9981046321556447
waist_circ	2.3095133841849025	1.9380365763198195	1.746150930745139	0.9208320743033995
years_schooling	3.29223215752782	4.242526531395192	2.5046421282316786	0.6745283382208287
