	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	0.04992376583022586	0.006883719811583424	0.0052887730032950475	0.007801045787111808
birth_weight	0.013951021984467302	0.01514739063377755	0.01166886948042483	0.022413115021605794
bmi	0.006316255149471909	0.0037312912175414556	0.007008544237762893	0.012111106590531669
dbp	0.0031979267800325674	0.01891110851244803	0.005136879088025023	0.0101136521683212
fvc	0.023050839121904643	0.031478425576962676	0.02346485945600915	0.009018150052081071
hair_color	0.02403609459457396	0.046200686533680695	0.032978469468640054	0.012906357375030259
hand_grip_strength	0.07550884069355021	0.02656634521264336	0.009649292031244767	0.00808230063374279
height	0.09025301651386419	0.02123010287501139	0.022866208458800254	0.01143643411462004
hip_circ	0.004909909288561307	0.024255744929123073	0.043453729573755366	0.007937812934065319
household_income	0.051803631076499525	0.006098504837756374	0.023036029390957048	0.01579047683168501
neuroticism_score	0.013997852113453233	0.011326440444993724	0.02732716746977839	0.013277321811713922
overall_health	0.03218382801281563	0.01111159035148265	0.007285174888308319	0.009575856597264305
pack_years_smoking	0.03696505915983665	0.013238572474534274	0.0181970516728455	0.01326529815955553
pulse_rate	0.05561835210540542	0.028619940901008455	0.011893350795478742	0.011800714357714289
skin_color	0.024294502440266912	0.028042921003187827	0.020653152033555243	0.014686851552248633
waist_circ	0.043448852954798625	0.004060748335394099	0.02355602357243185	0.012828440587361425
years_schooling	0.004900493548894548	0.011950298239176677	0.018409131268585444	0.00879539769509556
