	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	1.3429081540413192	0.9787300700115128	1.6884620094927119	0.7555340316622454
birth_weight	5.001036632622474	1.3831342110078195	1.7908903964826335	0.5104867700510678
bmi	1.2025571385837517	1.465728083956792	3.024985138328225	0.5824448663433625
dbp	0.9053240800797607	1.0082472167372738	1.2619563382926031	0.5431704683021598
fvc	1.0935995962691651	1.2922610327535067	1.3472682596596532	0.6918764320257563
hair_color	0.9841800731053713	1.0110010869611676	1.0702724677444024	0.6849006243874393
hand_grip_strength	1.0789390623684467	1.349337148794106	1.647317971026985	0.7552913521087189
height	1.227747330825601	1.2564638285168337	1.6357714160051153	1.0636262179025098
hip_circ	1.1240440062901784	1.153786773598505	1.2347795499512917	0.5907187460849952
household_income	3.9813691648928566	2.456798323900588	2.3112834916584606	0.5978648559874772
neuroticism_score	2.5438126229180544	2.275491984622607	1.846220530617054	0.6065049218651156
overall_health	1.4393596525328396	1.5362496327119248	1.7673900999271999	0.6436274667719053
pack_years_smoking	2.6771201132598983	2.2661582214804614	1.2946342747075668	0.4204117970713817
pulse_rate	2.174721493916275	3.2492482652365497	1.634230296155978	0.5749582453883939
skin_color	0.8664922227829762	0.8671557003658575	0.8665535013938883	0.7965873615063684
waist_circ	1.0166562233443608	1.2888817901999925	1.6499465886041413	0.7486244636545194
years_schooling	3.12796917635482	2.213763641283482	2.014375593071124	0.5914486432847913
