	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	0.00202478452826429	0.00727280831148394	0.04461997348416487	0.009876975074237697
birth_weight	0.031322311799520955	0.004413872490622893	0.009439711768209453	0.012909813926349415
bmi	0.0022471233698844297	0.03394084676648963	0.005746153636492005	0.011194368325553136
dbp	0.0018934765006197649	0.002926622840412486	0.0056465479300049385	0.008679522373474928
fvc	0.03840838554826752	0.014545428969604781	0.010936046377740281	0.009743594882460356
hair_color	0.0010411150885548236	0.005746216220037588	0.02919894661512326	0.008976134224355406
hand_grip_strength	0.015958261166457387	0.004150455082755156	0.030456661859001095	0.009340566353196068
height	0.002738106306610345	0.003477288236879429	0.003313817104025034	0.008464479320406344
hip_circ	0.0021690676592632627	0.044441200280046306	0.03073270158408365	0.008058303182256846
household_income	0.015667795717695655	0.020109352109390875	0.01116436084098581	0.014620523428613714
neuroticism_score	0.015293673737849714	0.006240717361506732	0.018039849095433144	0.009835053531826373
overall_health	0.005465942926251172	0.04860490676824922	0.014877764062943003	0.010293774668665335
pack_years_smoking	0.023347011702027715	0.01110774039097041	0.015484015273254156	0.009405760412501959
pulse_rate	0.01737215592555548	0.034527821767510805	0.006511014158197888	0.009740426350912596
skin_color	0.001083159172149737	0.0015868079092668144	0.004942696175950037	0.014488667394882476
waist_circ	0.0015666198059507027	0.015268423678023349	0.023156850629426733	0.011588915825413559
years_schooling	0.023541492082479236	0.036104628102613945	0.00545262542585711	0.00885615916813991
