	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	0.028187146837702508	0.008049930152434773	0.011651230430587644	0.02559283292152865
birth_weight	0.0066872173403163815	0.013595253548674704	0.04832275392241289	0.01630961388488076
bmi	0.012744236493218233	0.0092095219603982	0.04374702931397183	0.02001460656732565
dbp	0.008523367528375913	0.01415093423738797	0.03858983673240762	0.02193788682052883
fvc	0.004687985270525405	0.006955205317590127	0.01128637784729963	0.022428472196958208
hair_color	0.02752569551963709	0.17000585496632686	0.006319507775695028	0.016901262609444752
hand_grip_strength	0.0027208131013127966	0.006888430670524056	0.011075734370039548	0.024323712202896565
height	0.0048200924282383656	0.004703226693392334	0.01678374633178316	0.01654649781666897
hip_circ	0.005512469673157929	0.007817314570506845	0.02409358473121671	0.014205681370542553
household_income	0.0139972649102304	0.010536724891792698	0.01555149923223067	0.019104169606849252
neuroticism_score	0.008503635842039817	0.022060873682880313	0.018819881566883793	0.029966287329813962
overall_health	0.003587725010225146	0.016920379980505725	0.012608989862502501	0.027678108997696516
pack_years_smoking	0.05809642317570857	0.013452082637555188	0.00950220844214154	0.020859673353737195
pulse_rate	0.003930084636934323	0.006546338383335094	0.013654162367966061	0.01626472643602612
skin_color	0.04318550449685994	0.00713635432951293	0.2855138073948208	0.01990227448230753
waist_circ	0.028554410043721407	0.008909213197391916	0.009852017672535426	0.03494186926088964
years_schooling	0.018017751397056348	0.010397353834739467	0.011609521970147004	0.023275227842650143
