	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	4.59074002014781	1.912857810483022	2.058996491093641	0.7719566551136515
birth_weight	2.101080538692475	2.0663998440676594	2.0820644405445794	0.5625946614381163
bmi	6.953644134389165	5.0061442633636215	1.838715095101861	0.7068289331707971
dbp	1.3684726278226977	1.4511893017622473	1.4158491075905864	0.642122167584535
fvc	2.6710602989011765	1.5841390134841873	1.6892295880634225	1.0796960535032194
hair_color	3.4872684072494016	1.9831193567395855	1.6745544022775107	0.903818626496794
hand_grip_strength	3.9743948244172143	2.28827497733579	1.6951309501844332	0.7434248804871576
height	3.6839426350490627	1.7702301449268392	2.066924138097426	1.6900159852245342
hip_circ	1.4620418188747402	1.892637957536981	1.846879312868479	0.6891531980330955
household_income	4.52985408612015	2.8672256598020245	3.0344860169524686	0.7628270007443306
neuroticism_score	3.347487182709185	2.782825590957713	1.8716949854134453	0.6490943098043207
overall_health	1.8163222791142792	2.512815299602864	2.3337833074670518	0.6823903601740766
pack_years_smoking	2.9618031354910577	1.937567695094291	1.5378509147544148	0.562596433789863
pulse_rate	1.6849461916349278	2.0469718593829542	1.9517324295863308	0.6063214586924491
skin_color	1.5089050747193062	1.5077224372328526	1.824277355200281	1.1857495424514755
waist_circ	1.7399594168624308	1.8673017582068594	4.572945593654866	0.9312645875622383
years_schooling	2.9126492028160653	2.8829936153373406	3.9572389722762886	0.7473830694578216
