	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	0.025931010906224315	0.012293890787938078	0.02316992472896878	0.009379671803396553
birth_weight	0.01926608125141647	0.005740404249428729	0.007010354038911533	0.016321990554808093
bmi	0.02886874237921743	0.009679213370235914	0.007090950196323885	0.01350471666040041
dbp	0.059828447811256805	0.004364404168693591	0.010007119077052084	0.010756058563105589
fvc	0.008463075181461529	0.011325735625509929	0.005327265944244323	0.009940576599546818
hair_color	0.04533713853816198	0.03771776600146098	0.013073623257556292	0.01100800235254552
hand_grip_strength	0.005905613629180062	0.01774525530965938	0.010783012631327972	0.010496075856174947
height	0.0036443384732197416	0.02687193481665906	0.015775387981447984	0.009864257823266078
hip_circ	0.01496574046308253	0.004930588592684951	0.007639727227617019	0.008443996227888153
household_income	0.0428079423083088	0.02666855897181249	0.023770398218564144	0.017488992644020873
neuroticism_score	0.014301578069102575	0.005252812429564894	0.029026299564198065	0.010659903078145183
overall_health	0.02248171534754444	0.04940093005581383	0.00578394932280809	0.010409311976283593
pack_years_smoking	0.012716012857118464	0.006124359667626757	0.008704869566551521	0.013052450672505841
pulse_rate	0.0880329177166042	0.054374357112889626	0.021075257455280647	0.011575725333348276
skin_color	0.017183969890547303	0.02552142183227178	0.03326135412933563	0.013495626431106553
waist_circ	0.03378688088520916	0.014613303400372946	0.014178514721841676	0.011815487458536257
years_schooling	0.010170252863851294	0.02547417272017214	0.01392659540353799	0.008143701272242454
