	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	1.971131044214973	2.2232573283033705	2.7500684587468265	0.8179997925233691
birth_weight	1.5261888583272167	1.7045774420677773	3.7154325385625464	0.6059890947649653
bmi	1.7775159980216773	1.9644263104506223	2.851662164607142	0.6956181029721149
dbp	2.5007188272286798	1.7373284747594742	3.370978379256191	0.7438337127819308
fvc	1.3305541295242398	1.6040221035026863	1.9231447705531277	1.205007917567419
hair_color	1.607171233891646	1.9873115714587493	1.7025831435882068	0.7642756686052476
hand_grip_strength	1.7846571091890435	2.0617060841914387	6.294057862595376	1.0023687501688856
height	1.5168999600106594	1.7530452932643767	1.8458160845899263	1.2391025351332359
hip_circ	1.4452564808653872	1.659244682920752	1.8138636519894684	0.820025216599909
household_income	3.346008776653694	4.4126159810573	5.492457597446909	0.8224776814327016
neuroticism_score	3.135224876911132	4.402662764324537	2.4507530196903633	0.6545958204484742
overall_health	3.5964439846764455	1.8664807691063623	1.9487724872424936	0.9559768995591567
pack_years_smoking	2.6560645357801675	2.5387356723407293	5.93866256387348	0.5296819038943943
pulse_rate	1.646163158316242	1.8687917426309497	9.508596438801748	0.5662874656436923
skin_color	1.459270649240068	1.4618018895561802	1.4628877069484147	1.0801331684758244
waist_circ	1.390908906822938	2.007381545464691	1.675617570666674	0.8848224750748804
years_schooling	1.7942643541126968	3.833358878311432	2.3536337258756794	0.6561949756540059
