	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	3.186792399440431	1.9272329972983322	1.9915500997761892	0.780141528192689
birth_weight	1.7885412804725613	1.992849707800937	5.731079327761627	0.6173500411500421
bmi	1.9587101484247857	2.714486252615989	4.041034864986317	0.854039442434272
dbp	1.9085017760266665	2.74134492832102	2.4795192946214253	0.7785633835662967
fvc	1.3603128937487845	1.702783604162417	1.948011507311825	1.0174545374343351
hair_color	1.5314206951784959	1.6222462871715593	1.6253160925390386	0.6786682171003454
hand_grip_strength	1.1121460388034519	1.5862667855644688	2.871424570467836	0.8018589102739239
height	1.7081601626301532	1.6275338468975955	1.6744862788566997	1.4169300387477828
hip_circ	1.3654996963292856	1.767633955835351	2.3893657685706073	0.6987961215736581
household_income	4.523937035013302	3.8517437373695866	2.8974424285759595	0.8307588001238461
neuroticism_score	4.287405925474546	3.95074821518391	2.368033041210082	0.7655572245304769
overall_health	1.2715819534729902	3.697411087670088	3.6216579283324033	0.7349762615326362
pack_years_smoking	11.539861623333698	2.780851828831908	2.3714568165760164	0.5765453452650124
pulse_rate	1.2488209922531723	1.800477572110566	2.1402085608889787	0.6980121770390076
skin_color	4.27172690873871	1.493842299640294	1.5969728729493848	1.056310593572387
waist_circ	1.3577230073331865	2.1616628353778653	2.603021279506192	1.19709008069948
years_schooling	1.6354296859985498	3.253254999508246	3.0327687949272217	0.9180617391726676
