	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	1.7064430446356482	2.1992354010837145	2.0520643356174157	0.6511471637503699
birth_weight	2.4620672421702183	2.049017878707336	2.4465214512331084	0.868169645178094
bmi	4.338048062516444	5.076326289192283	2.075743927465074	1.0412397346349076
dbp	11.72395236388094	3.5306860258476735	1.5748378738758866	0.7423193927266344
fvc	1.420163525004337	1.5736813797341052	1.7327489022025828	0.8373355167316623
hair_color	2.690833456498514	3.0696870533573954	1.5741317511405488	0.8912186720990339
hand_grip_strength	1.8706609581045754	2.4775622716261045	2.2283677057635036	0.8186963574280713
height	2.8059222355692315	8.132069643781277	2.8894280488133055	1.3056007059470276
hip_circ	1.4453236217676035	2.6532515148717835	1.837161225014016	0.7639400245300363
household_income	3.300029711426256	2.8790760857748974	3.4947524081134214	0.9880803565303493
neuroticism_score	2.874479527824711	2.3596308461169384	2.1389092135208982	0.6302032555485634
overall_health	3.0391781216702354	5.055175968145134	5.475895633317076	0.7270808326441609
pack_years_smoking	3.42003522701408	2.2869999753411925	1.4539233399691092	0.46000228372390073
pulse_rate	5.063181125464344	1.8165237122765123	7.387088201842227	0.7980079044602476
skin_color	4.011426722691964	1.8793870408784967	3.7247539795772906	0.9976802175848043
waist_circ	1.8198545848839918	1.958940967353252	1.7274441200697765	0.9200187165710534
years_schooling	4.614345291442998	8.875852483517193	2.2214464990506086	0.6764678992172996
