	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	0.02392825837036939	0.019458169507435362	0.023380272936280363	0.012193724048513878
birth_weight	0.024617210974751273	0.01705517953083009	0.029875338095146104	0.0105204768485952
bmi	0.022619580573910343	0.01315059292815407	0.03102280560323789	0.010857288042724181
dbp	0.028938369059885127	0.0160498844758624	0.030245704876172702	0.01165855639401073
fvc	0.026366616765157967	0.02517516368198532	0.02448603741735149	0.014244047856734198
hair_color	0.014968516439763605	0.020032319358719453	0.01774520942723983	0.009506366408371127
hand_grip_strength	0.015261464139690189	0.014939900966862037	0.03790861219853408	0.015143039992712586
height	0.010719362593438688	0.010268912755371331	0.01952325980907016	0.008962592263048626
hip_circ	0.021852489367709026	0.029309992375156125	0.021692661617417928	0.010542095137924824
household_income	0.0243511445495797	0.024872124305254657	0.037995983337676564	0.019563804787110742
neuroticism_score	0.02664199104467104	0.01687206721735586	0.02689077655237057	0.015279221854407634
overall_health	0.013019267929931522	0.0267892403599355	0.024788746762534675	0.010639126643847946
pack_years_smoking	0.020870399708571217	0.021782781753037266	0.028971604117647563	0.011871048460539978
pulse_rate	0.02117495407752033	0.019596904700519738	0.019812993667940895	0.00929446822132169
skin_color	0.013002072484178038	0.022907429447107823	0.014228158795674132	0.012003166006471883
waist_circ	0.03343285108781795	0.0078188899589158	0.006659760736134235	0.015103107113280372
years_schooling	0.008849604566991454	0.03530855138330336	0.025912832117848488	0.012488914713288056
