	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	0.007001898660151239	0.013065220498433214	0.013130224944642882	0.016995490530977105
birth_weight	0.02875023385082819	0.012899306389577874	0.03420699833001689	0.017932835162326393
bmi	0.011772342070252205	0.01218093020977407	0.008416015033949257	0.013030785262581663
dbp	0.008128604813193444	0.016288799568431756	0.03356662837774855	0.019498141436365655
fvc	0.007856620856330498	0.01102896776941234	0.008810633714188625	0.01631895902405961
hair_color	0.022814958833888864	0.019379816222859975	0.006037627127524293	0.015741814758129406
hand_grip_strength	0.014364348208041066	0.02002915545391828	0.03170774694913901	0.016508763033445336
height	0.02197906240021073	0.018689189526090562	0.007804397944080524	0.013244830678192421
hip_circ	0.006803195519745289	0.010176626701463149	0.016010552467791376	0.01400654359252428
household_income	0.014945809946034635	0.016159831019976957	0.011327602427911972	0.015093966494051907
neuroticism_score	0.00693934797013579	0.018604555925124142	0.013026204399300152	0.03852396795521171
overall_health	0.010422724872298056	0.013696723283013853	0.007681800465570446	0.028213626422885725
pack_years_smoking	0.009956364132704076	0.03026379769983568	0.016886631505711656	0.016825388423330208
pulse_rate	0.007058425587137826	0.03672873790476343	0.011780473046446456	0.0175401094866046
skin_color	0.046713385765992585	0.043482117342397666	0.04528042138878169	0.019451594745647564
waist_circ	0.03000800161797721	0.013859391330002266	0.009178085866770786	0.02849989914780529
years_schooling	0.007729717129252229	0.018330310042224622	0.016216797334608932	0.02185775995082212
