	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	2.0197919010182357	1.806700473212462	1.847059509425475	0.7490347866341805
birth_weight	2.9507557217924614	2.0508664309772153	2.7709932534735056	0.5599410476450893
bmi	2.083944106425667	2.3844221748982526	2.05721545361848	0.6865666063807757
dbp	1.6289400920962278	1.3396683354664272	3.2365026088950075	0.6686608588359382
fvc	1.3452410803870398	2.039583287020209	1.474153835815484	0.9981865836834318
hair_color	1.6251298754517276	2.1490309721214182	1.6110992086861282	0.663198145798521
hand_grip_strength	1.6613311484558666	1.7983126922230839	3.0417433461567613	0.7844741318705931
height	1.6077008021977353	1.6136348795689728	1.6811226414359153	1.2702690367133154
hip_circ	1.4611445549588524	1.4726189559060219	1.7513168404859814	0.6675372955727609
household_income	4.271375605159207	2.832218536531243	2.1175361248290536	0.7023093959352177
neuroticism_score	2.9244578220341033	2.713796129313418	1.5615682952388594	0.6734059478078543
overall_health	2.253843667058762	2.3341180906031944	2.188813760315712	0.6894706759869718
pack_years_smoking	3.4954385264553123	2.9127054026516954	1.8832790829950399	0.4932644739046947
pulse_rate	1.6056564413263936	5.0454259048427375	1.9341016902657164	0.592853621832344
skin_color	1.6142465752711308	4.463508755990238	1.6844911179161126	0.9766846265002225
waist_circ	1.7159676412147273	2.353670243905911	2.236884747713107	0.9547378347805647
years_schooling	3.1203593444314883	3.715809193857114	2.4734722222432803	0.7157566826075777
