	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	1.7843249349420585	2.046339124510544	2.964814681112115	0.7702263933336315
birth_weight	1.6509267273574513	1.9066722882632177	3.6687152424247373	0.9840867068346657
bmi	1.671982959788239	4.972932763977754	2.2360578813059444	1.0936035341604318
dbp	2.4032905168310754	1.8887728850417078	2.3245750675416	0.9827814856717202
fvc	1.3432812803586556	1.6640004222800304	1.948544179409177	1.1675050585188387
hair_color	1.4972929430194144	1.4980660094441889	2.3846730507041585	1.1232503456648713
hand_grip_strength	3.8826774272922373	2.140331413127253	3.852883532158294	1.054746760114031
height	1.7500422403042641	1.9311631968823848	1.9093366621395678	1.4087118780618482
hip_circ	1.438867570946432	3.0038213422970643	1.9786122882387132	0.899508756767299
household_income	3.3413988103870405	4.334581468239747	3.652984332290374	1.0151149367611865
neuroticism_score	3.193597732562505	4.089283872155708	3.867184673464473	0.7219082650251823
overall_health	2.99505908317548	10.768854293021388	5.739551200947138	0.8693056690074582
pack_years_smoking	5.59404991379286	3.523111941160143	2.2417999669886766	0.5465417794779963
pulse_rate	1.5020867853611486	1.685806339620834	2.3252504600822363	0.8689836473628897
skin_color	1.337946784150962	1.3446901086725935	1.403045869809702	1.1639481496468889
waist_circ	1.387505555421438	1.944321055329542	1.7904691010685652	1.0111939848339633
years_schooling	1.8355856914103177	3.85379741826017	3.7444699559265175	0.7457567963125293
