	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	0.015702534930852833	0.0368475391065127	0.028391813555280532	0.009273777913337087
birth_weight	0.014357966378438555	0.006008755603798843	0.006784867080637242	0.018830518232135322
bmi	0.045142302950344874	0.030370971907746534	0.022653554470258856	0.01624253280141596
dbp	0.03443982382031222	0.03292626697967091	0.006258183434219683	0.009969243621113708
fvc	0.07190829025622462	0.17234906411602624	0.007488761940872411	0.010800077754949474
hair_color	0.027494372796674355	0.026924165124124787	0.00890804559157244	0.013456743483487955
hand_grip_strength	0.004313038394701516	0.013287817936612175	0.007652234152110221	0.010405659073471496
height	0.04817644614940967	0.03405279124082709	0.027597770222069346	0.009725461421498938
hip_circ	0.012254946594643044	0.023748769477374608	0.011151512335059243	0.008250456902191923
household_income	0.020524577007811025	0.007095133435501476	0.021284991436060316	0.017537682140542608
neuroticism_score	0.015148006244779282	0.009398147559816092	0.0272727088532524	0.015831991555549402
overall_health	0.010135288787449149	0.02859220882912845	0.03386470753709618	0.01054232835633426
pack_years_smoking	0.015696873730628717	0.021053777727468383	0.01171765406971572	0.01051014786894978
pulse_rate	0.07824245002414185	0.0068885132464837715	0.033320265749946607	0.00966803818145518
skin_color	0.025606988727054553	0.016715643613809637	0.02852058950810532	0.011622740413909085
waist_circ	0.0042771843774935935	0.008227686636032914	0.011670102506849436	0.013572389958671474
years_schooling	0.021012971249340415	0.03561181826583457	0.03512830663331694	0.008355465073578625
