	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	1.1323627320722938	1.142942668612982	3.8962124568286023	0.5743249219991687
birth_weight	1.4677008491464563	1.6656531359766134	2.2371683222927548	0.7180739154550967
bmi	1.107346321371008	6.673928503079006	1.3691146471234579	0.897184472195552
dbp	0.914755350944743	0.9498254710409172	1.1635342817490315	0.7271607674231537
fvc	1.1132056646477888	1.346679007303067	1.2274859209484181	0.7483464584416035
hair_color	0.9635486952757298	0.981374555159217	1.0131695820396707	0.7469610088532025
hand_grip_strength	1.1877036586376954	1.223297380871409	3.937897468206589	0.7964158380071659
height	1.2558051493855604	1.2692133265976324	1.3559760538762604	1.0712899601685144
hip_circ	1.109769306277469	1.445472174662059	3.7551012797712904	0.7159817765606651
household_income	3.4336832886761726	2.5061541113841277	2.4934354832126617	0.8861470283915716
neuroticism_score	4.458420905145142	2.3442279024651116	1.775170896541913	0.5563546606526131
overall_health	1.814490582008341	2.4260361685077183	2.3165854768849545	0.6641249930668196
pack_years_smoking	5.808083789873592	2.1696942387003073	1.9991864558446626	0.4010387676553027
pulse_rate	1.3935925849415784	1.8357806674563812	1.6360967602973204	0.7115993328782311
skin_color	0.893775114608954	0.9003360140924135	0.9382800659111599	0.9325671759824278
waist_circ	1.094035047823301	1.289732745309577	1.4370286699787982	0.8068861615304054
years_schooling	2.51027376125857	2.1683582907332326	2.171453061946258	0.6084904095239294
