	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	0.050014589245599414	0.005864343672539013	0.004789678984047785	0.00884488329555772
birth_weight	0.01407996067290163	0.016083606381402465	0.00852456652339991	0.01744108847396757
bmi	0.05875733707458839	0.027257001136156027	0.007108821816176683	0.01288062331538578
dbp	0.03164532413879024	0.0036592789842605613	0.006312016806736641	0.008849675733110298
fvc	0.0037238271749865147	0.031051037099035485	0.026350462151535404	0.012310926223119054
hair_color	0.03846900965934878	0.05308693217527566	0.012176435132647817	0.013596231122982963
hand_grip_strength	0.0076376746113258715	0.005861204787585883	0.015448181218448778	0.009291091658450008
height	0.022031382138383845	0.029406076395012228	0.019441190751334676	0.0329822927236009
hip_circ	0.008399073134140744	0.01717175880230837	0.014045097953521643	0.00903252547575546
household_income	0.04061183778994012	0.02244537899469739	0.02287948041462819	0.014898171103343075
neuroticism_score	0.006860862645481619	0.01701994966534552	0.01141660138601016	0.011174313457550957
overall_health	0.018485216460845527	0.007858024063173085	0.02430554992825657	0.00802907673657188
pack_years_smoking	0.032930464305481064	0.006739549666026298	0.015648863913385304	0.011303542609793575
pulse_rate	0.05782779080629892	0.016092351980750444	0.042034290597589084	0.0107487138003735
skin_color	0.029125052220848067	0.019400890677420925	0.0032898285083880043	0.013925117245816073
waist_circ	0.03304757785186878	0.004956342967930478	0.006024839092520501	0.013010881907707994
years_schooling	0.03575701297874829	0.010903180682224773	0.014475237929033274	0.00860311986563642
