	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	0.03397941178504631	0.032122351133281504	0.011929678856924348	0.023475050862083572
birth_weight	0.01090004077495485	0.012933657154789353	0.015969453991502756	0.016932654337478238
bmi	0.03585806826538744	0.03208619659955133	0.008333821075878918	0.011871817934286386
dbp	0.006581938085531735	0.006609579764464692	0.008721723231446963	0.014152777877339836
fvc	0.03677427909750546	0.010700578643019465	0.00966952279587054	0.020066032042395827
hair_color	0.03662510355587452	0.028198992883738856	0.012804909862730838	0.01810408552336077
hand_grip_strength	0.03307194942950782	0.010233517196500157	0.018684151332436075	0.014813696302593271
height	0.0281130865685293	0.00864414418265638	0.013594830525297025	0.013751042649429002
hip_circ	0.0057782789310704685	0.025310782639149588	0.009686706995590372	0.013636452245392599
household_income	0.028899498588165706	0.011086537027658699	0.012651716709925962	0.01636969062472334
neuroticism_score	0.007874471893095172	0.020934036736803885	0.009053220307744483	0.022870342213169543
overall_health	0.008915632572709848	0.006714878323238636	0.007692947165304673	0.02389528658940055
pack_years_smoking	0.009605784457721925	0.011791948229566996	0.015928819328695786	0.013096391939071
pulse_rate	0.040942539958512714	0.008857746615426673	0.014187763971274529	0.02019771170450809
skin_color	0.03432260346154162	0.01999366555294596	0.011858215671977208	0.02372088753285085
waist_circ	0.03508373143296507	0.01150019462913109	0.033460908084610774	0.02826170030649384
years_schooling	0.011363829382279948	0.013414885262529994	0.04541911741853078	0.01781972586754923
