	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	0.0	0.0	0.0	0.016656516360993478
birth_weight	0.0	0.0	0.0	0.028195079581807975
bmi	0.0	0.0	0.0	0.021082917221481028
dbp	0.0	0.0	0.0	0.01932229615181995
fvc	0.0	0.0	0.0	0.02269006494199654
hair_color	0.0	0.0	0.0	0.028123621790128377
hand_grip_strength	0.0	0.0	0.0	0.01890199043641013
height	0.0	0.0	0.0	0.017255416504315953
hip_circ	0.0	0.0	0.0	0.02142510618073557
household_income	0.0	0.0	0.0	0.01429811527335286
neuroticism_score	0.0	0.0	0.0	0.029993505031149607
overall_health	0.0	0.0	0.0	0.017769995950318498
pack_years_smoking	0.0	0.0	0.0	0.02965160500074911
pulse_rate	0.0	0.0	0.0	0.02547969695323222
skin_color	0.0	0.0	0.0	0.022971109606742767
waist_circ	0.0	0.0	0.0	0.020707491322587403
years_schooling	0.0	0.0	0.0	0.019541771932665458
