	1e-08	1e-05	0.001	1.0
height	0.013915748766715032	0.015399289108591107	0.017440187433372605	0.0045087490827285396
years_of_schooling	0.047679490350926196	0.02146267817058455	0.015508324789012502	0.001779722824634706
birth_weight	0.020747974759915064	0.018316797406288048	0.011764552484280629	0.0012157730888121279
pack_years_of_smoking	0.01415594358413679	0.020127396101366428	0.006457381731227736	0.0005090830049561584
hip_circumference	0.01361098614725706	0.012688116359828224	0.01235534596227984	0.0019316457521110079
waist_circumference	0.01104554216058657	0.013079911543101508	0.012197979464805863	0.0017119973551393858
household_income	0.025635491884452462	0.023758825638517028	0.016523829206434346	0.0013679849017785599
alcohol_intake_frequency	0.007645800232779657	0.012505693617825634	0.014464325890381524	0.0013762536002869738
BMI	0.014692011855061015	0.014804377855202472	0.014435526795515255	0.0019551356369484113
forced_vital_capacity	0.009959582959747276	0.01193136759017092	0.012803993258002643	0.0015647095345557229
hair_color	0.006602018640364628	0.00736553738057164	0.009982021535869943	0.0022525226467412568
hand_grip_strength	0.022876433543381418	0.01645991140401551	0.01314451629605248	0.0016506480253450572
neuroticism_score	0.0347842316842987	0.015458328238144544	0.011660557082737586	0.0009221523024293677
overall_health_rating	0.011055730149306511	0.01710319944384067	0.010610925468050774	0.001517924679085895
pulse_rate	0.011853096492918767	0.01325350627176511	0.01213481924303862	0.0014171746125176612
skin_color	0.00704848173827007	0.008287851222491408	0.011131314488109965	0.001769830419633854
diastolic_blood_pressure	0.011062682146910804	0.01067316355481632	0.01262464477276188	0.0017115643976799064
fluid_intelligence	0.009530227118390107	0.004645872521639257	0.007725817679198368	0.001115490253818069
basal_metabolic_rate	0.009831885116738388	0.014070059141837595	0.015821973275878122	0.0025369190052866703
