	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64	PC65	PC66	PC67	PC68	PC69	PC70	PC71	PC72	PC73	PC74	PC75	PC76	PC77	PC78	PC79	PC80	PC81	PC82	PC83	PC84	PC85	PC86	PC87	PC88	PC89	PC90	PC91	PC92	PC93	PC94	PC95	PC96	PC97	PC98	PC99	PC100
direct_vc_estimate	-0.0142	0.0268	0.0038	-0.0041	0.0317	-0.0053	-0.0026	0.0045	0.0009	0.0547	0.0271	0.0007	-0.0031	-0.0038	0.0131	-0.0043	0.0024	-0.0004	0.0051	0.0196	-0.0024	0.0012	0.0256	0.0566	0.005	-0.0023	0.0088	-0.0047	0.0316	-0.0021	0.0007	0.0365	-0.0037	-0.0048	-0.0047	-0.0046	0.0224	-0.0049	-0.0038	-0.0044	0.0205	-0.0033	-0.0048	0.0081	-0.0047	0.0103	-0.0024	-0.0051	-0.004	0.0063	-0.0017	-0.0001	-0.0035	-0.0002	-0.0039	-0.0044	0.033	0.0059	-0.0027	0.0188	0.0063	0.0057	0.0007	-0.0014	-0.0022	-0.0012	-0.0039	0.0037	-0.0045	-0.0035	0.0112	0.0163	-0.0042	0.0165	0.0462	0.0086	-0.0031	-0.0047	-0.0048	-0.0041	0.0007	0.0083	-0.0046	-0.0023	-0.0051	0.0365	0.029	0.0051	0.0563	-0.0031	-0.0019	-0.0047	0.0149	0.0141	-0.0046	-0.003	0.0166	0.0004	-0.0043	0.0269
direct_vc_estimate_se	0.1388	0.0585	0.0448	0.0415	0.0391	0.0388	0.0371	0.0363	0.0366	0.0369	0.0355	0.0358	0.0363	0.0369	0.0357	0.0346	0.0365	0.0351	0.0359	0.0363	0.036	0.0362	0.0366	0.0351	0.036	0.0365	0.0351	0.0349	0.0344	0.0345	0.0365	0.0366	0.0342	0.0353	0.0365	0.0357	0.0376	0.0385	0.0343	0.034	0.0347	0.0375	0.0353	0.0365	0.0346	0.0347	0.0353	0.0379	0.0344	0.0348	0.0343	0.0345	0.0351	0.0347	0.0335	0.0342	0.0355	0.036	0.0342	0.0349	0.0338	0.0347	0.0347	0.0352	0.0349	0.0356	0.0346	0.0339	0.0333	0.0354	0.0349	0.0356	0.0337	0.036	0.0339	0.036	0.0349	0.0346	0.0359	0.0338	0.0335	0.0331	0.0344	0.0358	0.0386	0.0343	0.0351	0.0364	0.035	0.036	0.036	0.0343	0.0349	0.0359	0.0357	0.0358	0.0358	0.0338	0.0343	0.0345
direct_vc_pvals	0.723	0.127	0.308	0.672	0.047	0.958	0.581	0.265	0.415	0.015	0.057	0.406	0.636	0.713	0.135	0.788	0.34	0.485	0.275	0.102	0.588	0.398	0.072	0.006	0.25	0.589	0.198	0.946	0.032	0.584	0.422	0.027	0.726	0.95	0.859	0.881	0.072	0.818	0.729	0.875	0.076	0.663	0.993	0.216	0.984	0.179	0.556	0.906	0.8	0.242	0.545	0.427	0.713	0.42	0.782	0.857	0.026	0.224	0.636	0.075	0.267	0.262	0.392	0.528	0.578	0.492	0.747	0.306	0.959	0.692	0.158	0.115	0.809	0.113	0.018	0.213	0.663	0.991	0.931	0.817	0.413	0.236	0.921	0.552	0.887	0.019	0.033	0.274	0.003	0.644	0.537	0.967	0.107	0.15	0.85	0.651	0.133	0.455	0.836	0.055
upper95_perm_direct	0.1561	0.066	0.0383	0.0411	0.0387	0.0386	0.0359	0.0303	0.0379	0.0382	0.0356	0.0385	0.0317	0.0394	0.0325	0.0253	0.0351	0.0353	0.0348	0.0402	0.0325	0.0333	0.0388	0.0324	0.0294	0.0312	0.0324	0.0307	0.0308	0.0328	0.0347	0.0328	0.0322	0.0332	0.0395	0.0384	0.0351	0.0341	0.0329	0.0298	0.0305	0.0343	0.037	0.0378	0.0358	0.0317	0.0308	0.0348	0.038	0.0314	0.0324	0.029	0.0344	0.0276	0.0349	0.0345	0.0319	0.0294	0.0335	0.0286	0.0339	0.039	0.0378	0.0341	0.0371	0.028	0.0307	0.0359	0.0312	0.0368	0.0321	0.0381	0.0327	0.0359	0.0358	0.033	0.0371	0.0355	0.0304	0.0318	0.0331	0.0377	0.0348	0.0296	0.0348	0.0301	0.031	0.0298	0.0303	0.0318	0.0312	0.0349	0.0286	0.0349	0.03	0.0335	0.0383	0.0333	0.0306	0.0349
lower0_perm_direct	-0.027	-0.0114	-0.0092	-0.008	-0.0075	-0.0077	-0.0075	-0.0071	-0.0072	-0.0071	-0.0069	-0.007	-0.0074	-0.0073	-0.0071	-0.0071	-0.0072	-0.0071	-0.0071	-0.0074	-0.0072	-0.0072	-0.0073	-0.0068	-0.007	-0.007	-0.0068	-0.0069	-0.0069	-0.0067	-0.0073	-0.0073	-0.0067	-0.0068	-0.0073	-0.0072	-0.0077	-0.0075	-0.0069	-0.0069	-0.0068	-0.0074	-0.0067	-0.0073	-0.0068	-0.0069	-0.0071	-0.0076	-0.007	-0.007	-0.0067	-0.0068	-0.0067	-0.0068	-0.0066	-0.0064	-0.0066	-0.0072	-0.007	-0.007	-0.0065	-0.0068	-0.0068	-0.0069	-0.0068	-0.0072	-0.007	-0.0065	-0.0066	-0.0072	-0.0067	-0.0073	-0.0068	-0.0073	-0.0066	-0.0073	-0.0071	-0.007	-0.0072	-0.0066	-0.0065	-0.0066	-0.0066	-0.007	-0.0077	-0.007	-0.007	-0.0074	-0.0072	-0.0073	-0.007	-0.0066	-0.0068	-0.0072	-0.0072	-0.007	-0.007	-0.0066	-0.0069	-0.0069
sad_vc_estimate	0.0053	0.0801	-0.0003	-0.0049	0.0412	-0.0057	-0.0048	-0.0033	-0.0005	0.069	0.0244	-0.0033	0.0027	0.0007	0.0165	-0.0041	-0.0009	0.0211	0.0236	0.0256	0.017	0.014	0.023	0.0527	-0.0052	-0.0052	0.001	-0.0024	0.0385	-0.005	-0.0051	0.0664	-0.0045	-0.0031	-0.0035	0.002	0.0196	0.0087	0.0002	-0.0044	0.0168	-0.0012	-0.005	0.0405	-0.0049	0.0147	-0.0006	-0.0054	-0.0042	0.005	-0.0045	0.0224	0.0021	0.0036	0.0024	-0.0049	0.0211	0.0155	-0.003	0.0033	0.0138	0.0459	0.0014	-0.0048	-0.0048	-0.0035	-0.0046	-0.0008	-0.0045	-0.002	0.0163	0.0098	-0.0046	0.0124	0.0476	0.0244	-0.0051	-0.0045	-0.0042	0.0046	0.0113	0.0068	-0.005	-0.0044	-0.0042	0.0386	0.0508	0.0022	0.0635	0.0011	-0.0033	0.0019	0.0194	0.0269	-0.005	-0.0017	0.0157	0.006	-0.0026	0.0073
sad_vc_estimate_se	0.1516	0.0634	0.0483	0.045	0.0423	0.0419	0.0401	0.0393	0.0395	0.0398	0.0384	0.039	0.0394	0.0398	0.0386	0.0374	0.0394	0.0382	0.0388	0.0392	0.0389	0.0392	0.0396	0.038	0.0388	0.0394	0.0382	0.0378	0.0372	0.0373	0.0393	0.0399	0.037	0.0382	0.0395	0.0386	0.0405	0.0413	0.0372	0.0368	0.0376	0.0406	0.0383	0.0394	0.0374	0.0376	0.0382	0.0408	0.0374	0.0377	0.0371	0.0373	0.0379	0.0377	0.0367	0.0369	0.0383	0.0389	0.037	0.0377	0.0365	0.0375	0.0377	0.038	0.0377	0.0389	0.0374	0.0367	0.0361	0.0383	0.0379	0.0384	0.0367	0.039	0.0367	0.0388	0.0378	0.0376	0.0387	0.0367	0.0363	0.0359	0.0373	0.0386	0.0414	0.0371	0.0379	0.0392	0.0379	0.0388	0.0388	0.037	0.0379	0.0387	0.0386	0.0387	0.0386	0.0366	0.0371	0.0373
sad_vc_pvals	0.455	0.039	0.482	0.735	0.057	0.952	0.782	0.671	0.534	0.007	0.12	0.677	0.393	0.442	0.173	0.752	0.518	0.122	0.097	0.108	0.14	0.185	0.098	0.015	0.912	0.904	0.425	0.606	0.035	0.911	0.88	0.01	0.806	0.657	0.719	0.412	0.146	0.243	0.464	0.819	0.148	0.528	0.899	0.037	0.868	0.179	0.499	0.891	0.78	0.299	0.818	0.098	0.41	0.336	0.411	0.911	0.115	0.139	0.661	0.364	0.169	0.034	0.431	0.857	0.865	0.654	0.824	0.508	0.834	0.578	0.155	0.216	0.819	0.213	0.025	0.09	0.948	0.801	0.734	0.334	0.239	0.3	0.953	0.77	0.72	0.036	0.024	0.361	0.006	0.452	0.67	0.39	0.121	0.074	0.858	0.559	0.132	0.284	0.645	0.257
upper95_perm_sad	0.1954	0.0848	0.0505	0.0509	0.0541	0.0474	0.0416	0.047	0.0524	0.0491	0.0515	0.0421	0.0463	0.0474	0.0467	0.039	0.0477	0.0412	0.0435	0.0517	0.0441	0.0438	0.0398	0.0461	0.0433	0.0448	0.0373	0.0444	0.0384	0.0481	0.0435	0.0392	0.044	0.0458	0.0425	0.0482	0.0493	0.043	0.0487	0.0427	0.0424	0.0447	0.0434	0.0438	0.0413	0.0444	0.0417	0.0442	0.0436	0.0439	0.0458	0.0407	0.0431	0.0402	0.039	0.0436	0.0448	0.0374	0.0395	0.0437	0.0413	0.0463	0.0488	0.046	0.0426	0.0417	0.0426	0.044	0.0354	0.0429	0.0421	0.0453	0.0405	0.0473	0.0393	0.0446	0.0389	0.0404	0.0445	0.0416	0.0439	0.0416	0.0431	0.0392	0.0566	0.0424	0.0502	0.0406	0.0432	0.0427	0.0416	0.0406	0.0448	0.0405	0.0384	0.0424	0.0425	0.0414	0.0406	0.0371
lower0_perm_sad	-0.0294	-0.0127	-0.0094	-0.009	-0.0082	-0.0083	-0.0077	-0.0078	-0.0079	-0.0078	-0.0075	-0.0079	-0.0077	-0.0076	-0.0074	-0.0073	-0.0081	-0.0075	-0.0076	-0.0079	-0.0075	-0.0079	-0.0078	-0.0076	-0.0077	-0.008	-0.0075	-0.0072	-0.0074	-0.0074	-0.0075	-0.0081	-0.0073	-0.0076	-0.0078	-0.0075	-0.008	-0.0083	-0.0075	-0.0072	-0.0073	-0.0081	-0.0076	-0.0079	-0.0075	-0.0076	-0.0077	-0.008	-0.0075	-0.0074	-0.0075	-0.0074	-0.0072	-0.0075	-0.0074	-0.007	-0.0075	-0.0076	-0.0073	-0.0073	-0.0068	-0.0074	-0.0075	-0.0077	-0.0072	-0.0077	-0.0074	-0.0074	-0.0072	-0.0072	-0.0073	-0.0076	-0.0071	-0.0076	-0.0074	-0.0078	-0.0077	-0.0072	-0.0075	-0.0071	-0.0073	-0.0069	-0.0075	-0.0077	-0.0077	-0.0071	-0.0077	-0.0079	-0.0073	-0.0079	-0.0075	-0.0074	-0.0075	-0.0078	-0.0074	-0.0078	-0.0078	-0.0072	-0.0071	-0.0075
covar_vc_estimate	0.06	-0.0952	-0.0035	0.0141	-0.0728	0.0107	0.0076	0.0011	-0.0007	-0.1233	-0.0518	0.0031	0.0023	0.0046	-0.0298	0.0082	-0.0015	-0.012	-0.0242	-0.0452	-0.0053	-0.0118	-0.0489	-0.1097	0.0075	0.0088	-0.0088	0.0101	-0.0702	0.0082	0.0075	-0.0992	0.0079	0.0101	0.0085	0.007	-0.0423	0.0058	0.005	0.0086	-0.0376	0.0046	0.0096	-0.0389	0.0094	-0.0251	0.003	0.0106	0.0078	-0.0117	0.0068	-0.013	0.0035	-0.0031	0.0046	0.009	-0.0534	-0.0202	0.0054	-0.0186	-0.0194	-0.0368	-0.0025	0.0073	0.0078	0.0046	0.0082	-0.0026	0.0093	0.0138	-0.0275	-0.0259	0.0084	-0.0291	-0.0941	-0.0303	0.01	0.0095	0.0105	0.0049	-0.0093	-0.0155	0.0095	0.0067	0.0116	-0.0755	-0.0775	-0.0074	-0.12	0.003	0.0048	0.0101	-0.0344	-0.0397	0.0103	0.0046	-0.0326	-0.0056	0.0112	-0.0301
covar_vc_estimate_se	0.3996	0.2196	0.1854	0.1773	0.1709	0.1699	0.1654	0.1635	0.164	0.1647	0.1612	0.1624	0.1636	0.1647	0.1616	0.1587	0.1638	0.1606	0.1621	0.1632	0.1625	0.1631	0.1641	0.1602	0.1623	0.1638	0.1606	0.1596	0.1582	0.1585	0.1636	0.1646	0.1576	0.1606	0.1639	0.1617	0.1666	0.1687	0.158	0.1571	0.1591	0.1667	0.1608	0.1637	0.1587	0.1591	0.1606	0.1673	0.1584	0.1593	0.1579	0.1583	0.1599	0.1594	0.1565	0.1575	0.1609	0.1625	0.1577	0.1594	0.1565	0.1589	0.1592	0.1602	0.1594	0.1622	0.1588	0.1569	0.1553	0.1608	0.1598	0.1612	0.1567	0.1627	0.1569	0.1622	0.1595	0.1591	0.1621	0.1568	0.1559	0.1547	0.1583	0.1618	0.1689	0.1579	0.16	0.1633	0.16	0.1623	0.1623	0.1578	0.1598	0.1619	0.1617	0.1619	0.1617	0.1567	0.1579	0.1584
covar_vc_pvals	0.019	0.039	0.444	0.03	0.024	0.086	0.204	0.447	0.44	0.003	0.058	0.358	0.388	0.317	0.125	0.163	0.49	0.304	0.161	0.074	0.4	0.298	0.049	0.001	0.189	0.151	0.325	0.088	0.015	0.133	0.192	0.001	0.17	0.06	0.129	0.213	0.071	0.267	0.294	0.128	0.064	0.309	0.087	0.082	0.102	0.149	0.388	0.072	0.131	0.258	0.193	0.261	0.344	0.421	0.292	0.116	0.038	0.154	0.256	0.188	0.214	0.091	0.489	0.193	0.166	0.326	0.128	0.479	0.075	0.016	0.12	0.139	0.141	0.124	0.004	0.11	0.069	0.095	0.066	0.265	0.362	0.274	0.076	0.248	0.055	0.008	0.008	0.34	0.001	0.356	0.29	0.073	0.08	0.061	0.058	0.3	0.099	0.41	0.044	0.102
